datetime,is_holiday,day_sin,day_cos,week_sin,week_cos,Tod_1h,Power_1h,Temperature,Humidity,fourier_base_midnight
2025-07-01 00:00:00,0,0.0,1.0,0.9749279121818236,-0.22252093395631434,26.592638888888892,,24.8,93.0,
2025-07-01 01:00:00,0,0.25881904510252074,0.9659258262890683,0.9659258262890683,-0.25881904510252063,26.168749999999996,0.0,24.9,93.0,
2025-07-01 02:00:00,0,0.49999999999999994,0.8660254037844387,0.9555728057861407,-0.2947551744109042,25.671805555555554,0.0,24.8,93.0,
2025-07-01 03:00:00,0,0.7071067811865475,0.7071067811865476,0.9438833303083676,-0.330279061955167,25.50013888888889,0.0,24.6,93.0,
2025-07-01 04:00:00,0,0.8660254037844386,0.5000000000000001,0.9308737486442042,-0.3653410243663951,25.464583333333334,0.0,24.5,94.0,
2025-07-01 05:00:00,0,0.9659258262890683,0.25881904510252074,0.9165622558699762,-0.39989202431974097,25.38,0.0,24.9,92.0,
2025-07-01 06:00:00,0,1.0,6.123233995736766e-17,0.9009688679024191,-0.43388373911755806,25.584444444444443,0.0,24.7,93.0,
2025-07-01 07:00:00,0,0.9659258262890683,-0.25881904510252063,0.8841153935046098,-0.46726862827306204,26.63222222222222,0.0,26.6,83.0,
2025-07-01 08:00:00,0,0.8660254037844387,-0.4999999999999998,0.8660254037844387,-0.4999999999999998,27.969027777777775,52.069,27.5,84.0,
2025-07-01 09:00:00,0,0.7071067811865476,-0.7071067811865475,0.8467241992282842,-0.5320320765153365,29.493333333333336,166.863,28.7,78.0,
2025-07-01 10:00:00,0,0.49999999999999994,-0.8660254037844387,0.8262387743159948,-0.5633200580636221,31.86486111111111,88.735,30.3,74.0,
2025-07-01 11:00:00,0,0.258819045102521,-0.9659258262890682,0.8045977797666685,-0.5938201855735015,32.69263888888889,71.501,32.0,68.0,
2025-07-01 12:00:00,0,1.2246467991473532e-16,-1.0,0.7818314824680299,-0.6234898018587335,32.76499999999999,186.206,32.0,64.0,
2025-07-01 13:00:00,0,-0.2588190451025208,-0.9659258262890683,0.7579717231454529,-0.6522874112781212,33.912083333333335,78.913,32.2,66.0,
2025-07-01 14:00:00,0,-0.4999999999999997,-0.8660254037844388,0.7330518718298265,-0.6801727377709192,33.36569444444444,132.818,32.6,67.0,
2025-07-01 15:00:00,0,-0.7071067811865471,-0.7071067811865479,0.7071067811865476,-0.7071067811865475,34.307638888888896,137.268,31.5,69.0,
2025-07-01 16:00:00,0,-0.8660254037844384,-0.5000000000000004,0.6801727377709194,-0.7330518718298263,34.984027777777776,95.126,32.5,64.0,
2025-07-01 17:00:00,0,-0.9659258262890683,-0.25881904510252063,0.6522874112781213,-0.7579717231454528,34.173611111111114,80.364,31.4,70.0,
2025-07-01 18:00:00,0,-1.0,-1.8369701987210297e-16,0.6234898018587336,-0.7818314824680298,33.985972222222216,78.241,29.9,76.0,
2025-07-01 19:00:00,0,-0.9659258262890684,0.2588190451025203,0.5938201855735016,-0.8045977797666684,32.90375,165.504,28.4,82.0,
2025-07-01 20:00:00,0,-0.8660254037844386,0.5000000000000001,0.5633200580636218,-0.826238774315995,30.226666666666663,125.372,27.6,86.0,
2025-07-01 21:00:00,0,-0.7071067811865477,0.7071067811865474,0.5320320765153367,-0.8467241992282841,28.813472222222227,75.521,27.4,87.0,
2025-07-01 22:00:00,0,-0.5000000000000004,0.8660254037844384,0.5000000000000003,-0.8660254037844385,27.91281746031746,0.0,27.1,88.0,
2025-07-01 23:00:00,0,-0.25881904510252157,0.9659258262890681,0.4672686282730618,-0.8841153935046099,27.900000000000002,0.0,27.1,88.0,
2025-07-02 00:00:00,0,0.0,1.0,0.43388373911755823,-0.900968867902419,27.900000000000002,0.0,26.8,90.0,
2025-07-02 01:00:00,0,0.25881904510252074,0.9659258262890683,0.39989202431974136,-0.916562255869976,27.823749999999993,0.0,26.9,89.0,
2025-07-02 02:00:00,0,0.49999999999999994,0.8660254037844387,0.3653410243663948,-0.9308737486442044,27.859444444444446,0.0,26.6,91.0,
2025-07-02 03:00:00,0,0.7071067811865475,0.7071067811865476,0.3302790619551672,-0.9438833303083676,27.832916666666673,0.0,26.7,91.0,
2025-07-02 04:00:00,0,0.8660254037844386,0.5000000000000001,0.2947551744109046,-0.9555728057861406,27.550833333333337,0.0,26.6,91.0,
2025-07-02 05:00:00,0,0.9659258262890683,0.25881904510252074,0.258819045102521,-0.9659258262890682,27.22138888888889,0.0,26.4,92.0,
2025-07-02 06:00:00,0,1.0,6.123233995736766e-17,0.2225209339563145,-0.9749279121818236,27.259305555555557,0.0,26.1,92.0,
